id,name,link,score,user_id,timestamp
1177,Leave a 🔥 below if you’ll start monomaniacally focusing on your mission. #leadership #productivity #service,,89.0442885524643,daksh_bhardwaj,2024-12-06 12:44:55
1142,That’s an interesting question… 🤔 - #streetinterviews #hormones #malehormones #femalehormones #realtalks,,88.801614696067,daksh_bhardwaj,2024-12-06 12:44:55
1143,Dream Big. Start small. Act now.#leadership #productivity #service #dream,,88.03870208848654,daksh_bhardwaj,2024-12-06 12:44:55
1124,Addiction as a coping mechanism. #gabormate #healing #awakening,,87.97549975228901,daksh_bhardwaj,2024-12-06 12:44:55
1188,Natural talent is not what defines great individuals. It is the extent of that potential that they capitalize on through consistency and relentlessness.#leadership #productivity #service #naturaltalent #talent,,87.79410939114516,daksh_bhardwaj,2024-12-06 12:44:55
1146,5 Ways To Be An Exceptional Learner #leadership #productivity #service #learn,,87.41062569419576,daksh_bhardwaj,2024-12-06 12:44:55
1152,The difference between men and women… 🤔 - Pearl Davis - #menvswomen #menvswomenchallenge #womenvsmen #realtalks #pearldavis,,87.3158619157431,daksh_bhardwaj,2024-12-06 12:44:55
1116,"Work hard when you work, and then enjoy life and play",,87.2443632152339,daksh_bhardwaj,2024-12-06 12:44:55
1185,Genuine productivity requires a monomaniacal focus on the few things that count. Clean out the distractions from your work and life and devote to a monomaniacal focus on the few things that matter. Be a PURIST not a generalist,,87.23202184975108,daksh_bhardwaj,2024-12-06 12:44:55
1136,Change your environment… 💯 - Jeannie Mai - Credits_ The same room - #mindsetgrowth #mindsetmatter #personalgrowthtips #mindsetquote #realtalks #jeanniemai,,87.1950029419602,daksh_bhardwaj,2024-12-06 12:44:55
