id,name,link,score,user_id,timestamp
1064,What is DAI Stablecoin,,1.0,Piyush,2024-12-06 16:15:39
1066,Silicon Valley Bank has sent shockwaves through the crypto world by causing $USDC to depeg.,,0.9463811096612418,Piyush,2024-12-06 16:15:39
1062,Did you miss out on $PEPE   People turned $100 into $1 million in the past 30 day,,0.8592126167926518,Piyush,2024-12-06 16:15:39
1065,"Why Should I Buy $BNB === People always ask WHEN a good time to buy crypto is, but they should really be asking WHY they should",,0.8498660970781057,Piyush,2024-12-06 16:15:39
159,,,0.7394455534113297,Piyush,2024-12-06 16:15:39
560,,,0.5531824911351014,Piyush,2024-12-06 16:15:39
84,Just focus on today.,,0.4827696029901953,Piyush,2024-12-06 16:15:39
52,Matthew 25:29,,0.48167106516141356,Piyush,2024-12-06 16:15:39
31,Don't laugh,,0.4694743551958288,Piyush,2024-12-06 16:15:39
590,,,0.46865428178351215,Piyush,2024-12-06 16:15:39
